Unnamed: 0,count,hate_speech,offensive_language,neither,class,tweet
6028,3,0,3,0,1, handles lol that shit only 315 hp now your bitch is stick soo i know was good with them double shifting aha
6029,3,0,2,1,1, bitch just meet me up here lol
6030,3,1,2,0,1, couldnt make it nigga was at the er my bad then my charger for my phone ripped so i can text im on my ipod all ghetto
6031,3,0,3,0,1, lmao yeah bitch that lil shit ripped 
6032,3,2,1,0,0, suck my dick tacos el negro better
6033,3,0,3,0,1, yeah bitch did it taste good fucker t
6034,3,1,2,0,1, fuck you bitch
6036,3,0,2,1,1, snag that ho
6037,3,0,0,3,2, its kinda screwed up that they were my guinea pigs but i was only experimenting on taste instead i got more interesting results
6038,3,0,3,0,1, slut buckets especially dan he a hoe
6039,3,0,1,2,2, nope never taken neighbors actual stuff just wifi acct info in their trash cans at 3am super easy
6040,3,0,0,3,2, only one current yankee sells only one current bosox sells only one player on each la team sells most teams have 0 yeah
6041,3,3,0,0,0, you dont have any kids what are you one of them queers
6042,3,0,3,0,1, what i thought bitch
6043,3,1,2,0,1, bitch aint fall down or nothing bet she can take more licks than you no
6044,3,0,3,0,1, that hoe show up uninvited one day your ass wont come outside tho
6045,3,0,3,0,1, almost mad a nigguh catch some stacks at lunch close one
6046,3,0,3,0,1, had da bitches rockin in da club wit my boy connor
6047,3,0,3,0,1, that nigguh sucks
6048,3,1,2,0,1, pussy
6049,3,0,3,0,1, stop retweeting heather im tired of seeing that bitch on my tl
6050,3,0,3,0,1, both you bitches go to sleep
6051,3,2,1,0,0, coons and monkeys like you disgust me you minstrel show negro crying about shit all the time youre a disgrace everywhere
6052,3,0,3,0,1, lmao them bitches was the truth
6053,6,0,0,6,2, then the kid he sold it to brought it back to him cooked in a brownie
6054,3,3,0,0,0, yall hire colored folk only work half da day and throw da mail in da sewer if we aint done
6055,3,0,3,0,1, money can get you good weed but not always the best of pussy sorry my friend guess
6056,3,0,3,0,1, pussy
6057,3,1,2,0,1, you are a bitch
6058,3,0,3,0,1, they hv loads of cushion on the soles of them they would feel good on ur dick
6059,3,0,3,0,1, love you too bitch
6060,3,0,3,0,1, bitch i was out dea and your ass was sleep
6061,3,0,0,3,2, ghettoblack
6062,3,0,0,3,2, jordans are trash
6063,3,0,1,2,2, everytime pro teams do gb tourneys that get schmanged im not fanboying im just saying i dont think u should say theyre trash
6064,3,0,0,3,2, those trash snd stars would scrape ur team in snd and most pro teams
6065,3,0,0,3,2, first second an third mistake i been hearing it wus trash thokinda wan give it a listen kinda dont
6066,3,0,3,0,1, girl i been wanting them shit i been growing them hoes for bout 6months
6067,3,0,0,3,2, nips
6068,3,1,2,0,1, this bitch sees that as not an attack because muslims are only 1 no idea where he maths
6069,3,0,0,3,2, cool beaners
6070,3,0,0,3,2, cool beaners i just got home ready to keep my couch from floating away lol
6071,3,0,3,0,1, bitch be actin like im a celebrity
6072,3,0,3,0,1, oh wow the bitch is bitching again niggasuprized
6073,3,0,0,3,2, i know how you feelwaitno i dont perfect week for me would be yanks not getting lee gopats
6074,3,0,0,3,2, quick game for sox yankshope you get home soon
6075,3,0,0,3,2, sorry bout your yanks earlwho uya like in the ws
6076,4,0,1,3,2, that would be your yankees earlwe all know they should win all 162
6077,3,0,3,0,1, but you were too busy being a raging bitch and not caring that your best friend was going through hell so theres my punch 
6078,3,0,1,2,2, ghetto driving a nice car and not having to pay a lot for rent i drive a lexus and pay little rent just saying
6079,3,0,1,2,2, the shirt trash and im leaving your room a mess 
6080,3,0,3,0,1, wuw am not wun uv ur hoes dnt send mi pics
6081,3,2,1,0,0, teaching that pretend son to b a pussy his son would have lace on his jock strap
6082,3,2,1,0,0, them jigaboos aka homewreckers needs to get blocked
6083,3,0,0,3,2, yeah sorry monkey team just keeps kicking ppl waiting for muh pizza
6085,3,1,0,2,2, toma eso negros 
6086,3,1,0,2,2, pinche panamonos negros me dan asco
6087,3,1,2,0,1, whats the difference between the three of the nig nogs
6088,3,3,0,0,0, who cares tbh ones a shitty dirty argentino the other is a feather fisted nigger
6089,3,0,2,1,1, thank you mint happy mothafuggin birthday too hoe 
6090,3,0,0,3,2, im assuming mickey bubbles
6091,3,1,0,2,2, sounds like gypos to me they used to do this all the time where i lived
6092,3,0,0,3,2, youre cheating on mickey bubbles o
6093,3,0,3,0,1, your rhyming is ghetto
6094,3,0,0,3,2, gook
6095,3,1,0,2,2, wasp eggs
6096,3,1,2,0,1, you sound like a real cunt
6097,3,0,1,2,2, dayum saterlyt shoz un bayg houl
6098,3,0,3,0,1, sprite hoe
6099,3,0,1,2,2, clever monkey
6100,3,0,3,0,1, mostly move ya dumb bitch haha
6101,3,0,1,2,2, mr and mrs trash
6103,3,1,2,0,1, she looks like a real dyke now
6104,3,0,3,0,1, bitch firstly its resting on my titties and secondly if u was paying attention youd have seen when i said i rolled into it
6105,6,0,6,0,1, lmao dont fight me you dont know my ghetto ass school dude i highly doubt that since i dont give a fuck about it
6106,3,0,3,0,1, you cant get rid of me that easily bitch
6107,3,0,0,3,2, bu i do i do hate the playa and the yankees if i hate the yankees for their payroll i have to hate the dodgers
6108,3,0,3,0,1, if i have to watch baseball i actually go for the mets because jon stewart and fuck the yankees
6109,3,2,0,1,0, we hate the yankees though right i feel like im really good at hating them
6110,3,1,0,2,2, we hate them more than the cowboys and yankees
6112,3,0,1,2,2, hey why dont u get involved in black on black situations cause hate whitey b honest now mikebrown
6113,3,0,3,0,1, why nobody never invite me to no lesbian party bitches
6114,3,0,3,0,1, i know imma broke ass bitch
6115,3,0,3,0,1, bitch please are you trying to say i was closer to philly than you
6116,6,0,6,0,1, pussy pussy pussy
6117,6,0,6,0,1, youre a bitch
6118,3,0,3,0,1, stop blowing the spurs pussies halftimespeech
6119,3,1,2,0,1, too many little whiney bitches in america someone to cry about anything ie kids must wear bicycle helmets
6120,3,0,3,0,1, living with my bitches 
6121,3,0,3,0,1, pussies
6122,3,1,2,0,1, ill come rape your wife bitch boy
6123,3,0,3,0,1, bitch no 
6124,3,0,3,0,1, cause i didnt wanna see your bitch ass
6125,3,0,3,0,1, your one of my bitches you make money for me 
6126,3,0,1,2,2, hey the law made it a felony to keep and collect the records get your facts straight
6127,3,0,1,2,2, discredited by whom per the government the study is good and factual pay your bills moocher teabaggers and republicans
6128,3,0,3,0,1, lmfaooo how many returns has this faggot gotten
6129,3,0,1,2,2, huge yankee fanenjoy 
6130,3,0,0,3,2, birds of a feather go away
6131,3,0,3,0,1, thanks hoe
6132,3,0,3,0,1, a pussy in ur mouth is a really good stress reliever doctors recommend
6133,3,0,3,0,1, i think u need a massage or a pussy in your mouth to make u feel less stressed out dont u think
6134,3,0,3,0,1, you can be whatever you want since you arent a lying ass bitch ass childish ass mother fucker
6135,3,2,1,0,0, yeah he sucks just like the other fags who are oh nevermind there are no fags in the nfl
6136,6,0,1,5,2, youve got no sole
6137,3,2,0,1,0, ill do it in the uk fag means cigarette and a faggot is a bundle of sticks you homo
6138,3,0,3,0,1, just admit you started the shit by calling her out and that youre being a bitch and well all move on 
6139,3,0,3,0,1, bitches
6140,3,0,3,0,1, googles a bitch your search ann b davis sexy did not match any image results
6141,3,0,3,0,1, i said im a vagina but not a fag who hasnt seen that movie
6142,3,0,3,0,1, when did we become a nation of giant dripping whiny pussies anyway make this dude president of iraq even hes the man
6143,3,0,3,0,1, nevermind still a little bitch 
6144,3,0,3,0,1, might need you to pummel a bitch 
6145,3,0,3,0,1, yo follow me back nigguh
6146,3,0,0,3,2, vertical nip barsi already have horizontal ones so i think itll look hella cute
6147,3,0,0,3,2, also i put i touch myself on a nedchuck mix
6148,3,0,2,1,1, pussy
6149,3,0,3,0,1, you still ugly then a hoe and you still look like muffie off arthur 
6150,3,1,0,2,2, fran is a hillbilly virginia mountain man who has pre1800s white anglosaxon beliefs kikme
6151,3,0,3,0,1, fuck off frank you pussy
6152,3,0,0,3,2, i saw the actual tweet while scanning jihadi accounts they put a screen shot of it with all aid workers r spies
6153,3,1,2,0,1, shut up faggot no one cares
6154,3,0,3,0,1, bitches talk shit you got the right to swerve god damnit you are da shittt
6155,3,0,3,0,1, wheres ours at nigguh 
6156,3,1,2,0,1, i call those my ghetto nunchucksthe reason i went 2 jail as well 
6157,3,0,3,0,1, lmao he lyin sis his bitch told me if any light bulb in the whole wide world light up today i ca fuck
6158,3,3,0,0,0, fuck you spear chucker
6159,3,0,3,0,1, lmao bitch is dumb slap her up
6160,3,2,1,0,0, me too tyler it just makes me think that theyre lil nigger baby hoodrats
6161,3,0,3,0,1, my fuckin name hoe
6162,3,0,3,0,1, and then everyone bitches anyways the guy cant win with the fans we have we would run revis out of here in his prime
6163,6,0,6,0,1, rt something else from another bitch in panties about love i swear
6164,3,0,0,3,2, they would make a great baby bird pic bruh
6165,3,1,2,0,1, text me fag
6166,3,0,3,0,1, fight me hoe
6167,3,0,3,0,1, ha ya hit that hoe right there
6168,3,0,3,0,1, lol my bad i forgot that hoe made ya sad
6169,3,0,3,0,1, rt youll see watch he finna hit that hoe and put some
6170,3,0,3,0,1, bitch i wasnt following u in the first place get the fuck off my tl
6171,3,0,3,0,1, bitch have you ever seen me fight why you even talking shit
6172,3,0,3,0,1, bitch shut yo little ass up fucking no color emo faget ads nigga u call me dumb but u dont know shit
6173,3,0,3,0,1, bitch what i like pussy go away u doing to much talking too much i talk with my fist and u can get and yo dad little fuc
6174,3,0,3,0,1, or one of them bitches just be talking shit but not bout shit
6175,3,0,3,0,1, shit whats up with then hoes ill do both hoe am pretty sure u not on my level
6176,3,2,1,0,0, wow u hoe is the term for women
6177,3,2,1,0,0, i dont hate the japs but i aint forgetting gettin japped either
6178,3,0,3,0,1, ur fucken lame bitch 
6179,3,0,3,0,1, thats thot pussy 
6180,3,3,0,0,0, whatever hoe bitch them fags beat yall sad asses too
6181,3,2,1,0,0, fags
6182,6,1,2,3,2, i literally just told to his face how trash he is at the shop in hooping
6183,3,2,1,0,0, your tits may be better looking but her face makes you like a asian or latina tranny facts
6184,3,2,1,0,0, you look like a welfare bitch compared to latinas i date and fuck you need fashion and makeup tips tbh
6185,3,0,0,3,2, his job as us prez to protect us is throw in trashebola er at our cost daniel both money lives dog
6186,3,0,2,1,1, lol this faggot hid from the moon boss we i was helping him
6187,3,1,2,0,1, but never to moose lol log off faggot your finished
6188,3,3,0,0,0, mean bro fucking faggot
6189,3,0,3,0,1, you bitch come on you bitch you scared coward you not man enough to fuck with me you cant last two minutes in my world bitch
6190,3,2,1,0,0, die in a car accident then faggot
6191,3,0,3,0,1, you gunna let that bitch do you like that
6192,3,1,2,0,1, translation i like how i dont really have to think about it or i dont think queers deserve a happy ending
6193,3,0,3,0,1, fuckin moulinyan 
6194,3,0,3,0,1, hes the definition of little squirrelly bitch
6195,3,0,0,3,2, via 
6197,6,0,6,0,1, fuckkn hate when he fights being a big pussy all the time
6198,3,0,3,0,1, where you at bitch
6199,3,0,3,0,1, im an ole bitch in memphistn and i think u rock also
6200,3,1,2,0,1, why do you guys cry and whine whenever someone says faggot its ridiculous
6201,3,0,0,3,2, do you think the guinea pig was okay 
6202,3,0,3,0,1, a hour youre home and chillin and im working pussy 
6203,3,0,3,0,1, lmaooo fag
6204,3,2,1,0,0, faggot
6207,3,0,3,0,1, bitch pussy
6208,3,0,0,3,2, puppets like don will intentionally and forever cripple our peoples ability to unify a eco and political consensus
6209,3,0,0,3,2, im referring to the second down put vick in slot play trash
6210,3,0,3,0,1, god forbid she actually voted to give people affordable insurance rates that bitch teabag
6211,3,1,0,2,2, the worst terrorists are republican teabaggers
6212,3,0,1,2,2, this guys company had best year everunder obamaconservative teabaggers are scum
6213,3,2,1,0,0, ur not sassy white trash change ur username
6214,3,0,3,0,1, k bitch 
6215,3,0,3,0,1, ok faggot 
6216,3,0,3,0,1, and bullying i didnt know u could bully over the internet and the bitch came at me so idk why u in my mentions bruh
6217,3,0,0,3,2, yes true reagan was the firstike wouldnt while president and he was supreme allied commander
6218,3,0,0,3,2, i dont understand it theres trash cansdumpsters everywhere and if theres not just wait till you go somewhere with one
6219,3,0,3,0,1, yo girl whats yr potential i wanna retard it
6220,3,0,3,0,1, no bitch lol
6221,3,0,0,3,2, btw happy birthday charlie get better soon
6222,3,0,0,3,2, stay safe out there charlie
6223,6,0,5,1,1, the only place for a ho in the garden
6224,6,0,6,0,1, pudding it right in her pussy
6225,6,0,6,0,1, right in the fucking pussy
6226,3,1,0,2,2, lax gun laws ur retarded theres murder there bcuz no one can defend themselves only crooks have guns there
6227,3,0,3,0,1, hey im still on lambdamoo and it really is empty nobody to talk to except that asshole bird
6228,3,0,3,0,1, feels like a video a band would pussy out on releasing thank god spiritualized is still around to make up for it all
6229,3,2,1,0,0, learn how to type ya hillbilly
6230,3,0,3,0,1, real girls like impress me bitch 
6231,3,0,3,0,1, bailey is gettin pussy
6232,3,2,0,1,0, humans are evil man cutting tusks of these beautiful animals so chinks think the get a hard on
6233,3,0,3,0,1, im on my way to the gym already but thx bitch
6234,3,0,3,0,1, so when a certain season comes around its time to be a hoe
6235,3,0,0,3,2, chris stop your angry bird spitting n dana go hail ur racial tendicies u didnt infor carter rt n u never talk abt him
6236,3,0,0,3,2, now jimmy want to talk trash wouldve shouldve couldve now chris stop talking and spitting
6238,3,0,3,0,1, and youre a hoe
6239,3,0,3,0,1, bitch where you goin
6240,3,0,3,0,1, bitch where you going
6241,3,0,3,0,1, hoe
6242,4,1,3,0,1, k bitch niggas
6243,3,0,3,0,1, being a stupid bitch apparently
6244,3,0,3,0,1, indeed i did nigga is too over used so i use nigger
6245,3,0,0,3,2, diaval gets a pass by virtue of mostly being a bird
6246,3,0,0,3,2, last year i had to explain why queer theory is the acceptable academic term
6247,3,0,3,0,1, bitch yeah it was me caught me red handed sorry 
6248,3,0,0,3,2, merry christmas hun 
6249,3,0,3,0,1, fuck olive that bitch
6250,3,0,3,0,1, bitch look like she gon blow away fr
6251,3,0,0,3,2, nd you kno how much i love clams lol
6252,3,0,1,2,2, you kno i love stuffed clams bai
6253,3,2,1,0,0, dont stop now half breed im just starting to learn about what makes you a dumb ass
6254,3,0,3,0,1, they already have are you retarded
6255,3,0,3,0,1, crazy bitch why
6256,3,0,2,1,1, are you sure you aint colored
6257,3,0,3,0,1, lol i dont got nothin against nobody witta man im just sayin summa these hoes be lyinggg
6258,3,2,1,0,0, nigger
6259,3,0,3,0,1, ayy might as well get fat hoes dont even like abs nomo they like balla bellys
6260,3,0,3,0,1, bitch no u not u look like a full breaded cracker
6261,3,0,3,0,1, yea native and black proud then a bitch
6263,3,1,2,0,1, and how is that what im suppose to go for the team who beat us thats retarded
6264,3,1,2,0,1, really u use in another nigga name and u follow a nigga who doesnt fucking like you your a faggot kok eyed mother fucker
6265,3,0,3,0,1, then bitch how about u go read wtf i put then
6266,3,0,3,0,1, i never played halo too busy slaying bitches
6267,3,3,0,0,0, probs that fag vhia
6268,4,0,3,1,1, dgaf hoe
6269,3,3,0,0,0, do i have to repeat myself u white trash
6270,3,0,3,0,1, i wouldnt know cause i dont fuck with these hoes
6271,3,0,3,0,1, lol its bitch ass
6272,4,0,3,1,1, that hoe over there
6273,3,0,3,0,1, boooi thats tmi for these hoes
6276,3,0,0,3,2, only if its yellow cake chocolate frosting
6277,3,2,1,0,0, he looks like a pretty dyke
6278,3,0,0,3,2, kept the border open to disease from central america lowest workforce part since carter yep a real boon to nc
6279,3,2,1,0,0, all u can pull is the fucking retard
6280,3,1,2,0,1, my bitch doesnt even know you so wtf r u talking about nigga stop fucking dreaming
6281,3,2,1,0,0, yo fat ugly ass couldnt even pull the ugly bitch in the school
6282,3,0,3,0,1, somebody whos that much of a moron and a pussy doesnt belong on the force
6283,4,0,1,3,2, did you make an animal cracker taco
6284,3,1,2,0,1, is it full of niggers
6285,6,0,6,0,1, lmaoo that hoe look like 
6286,6,2,4,0,1, naw he should drop that bitch off in south dallas with the rest of the homeless dogs
6287,3,0,3,0,1, tell me this nigga aint purple then a bitch nigga not black 
6288,3,0,3,0,1, mammy push you out and had a white baby like a bitch
6289,3,0,3,0,1, big bro thought he was on house partys pajama jam like a bitch 
6290,3,0,3,0,1, like bitch and a gram
6291,3,0,3,0,1, lol i wouldve beat that hoe up
6292,3,1,2,0,1, yeah man all my niggas dipped to the cars and left and i was in a barn getting chased by the ghetto bird
6293,3,0,3,0,1, young thug aint earn his strips yet lol just a few 2k14 bangers wiz can do dat cuz he not a lil nigguh of the rap game lol
6294,3,1,2,0,1, i just dont wanna get looked at funny when i say nigger in public
6295,3,0,3,0,1, basically any foams over a 8 ugly all dem bitches look big long an floppy nh
6296,3,0,2,1,1, the nerve of these hoes
6297,3,0,3,0,1, baker planted an m80 in that bitch when white guy lights the wick 
6298,6,0,4,2,1, monkey his cigarette hes dead serious 
6299,3,1,2,0,1, so you was in a female dms talking to another nigga youre a faggot b
6300,3,1,2,0,1, tell me how that sounds stupid you were pretending to be a female and talking to a guy you a faggot
6301,3,0,3,0,1, what do you mean nice try im right nigga you a faggot if you wanna argue bout anything else continue
6302,3,1,2,0,1, your bitch in houston
6303,6,0,6,0,1, my boy said this last night ill be in the gym bc i refuse to be sloppy like these bad built bitches lol
6304,3,0,3,0,1, oh bitch i just saw your instagram post and i screamed
6305,3,0,3,0,1, rate my hoe 
6306,3,0,3,0,1, that hoe suck
6307,3,1,2,0,1, i learned from the great asia torres take notes bitch 
6308,3,0,3,0,1, eew bitch get out of my carr
6309,3,1,2,0,1, see dis what happens when a colored man move into neighborhood he aint been sick fo 10 days
6310,3,2,0,1,0, its a nice way of callin yall honkies
6311,3,0,3,0,1, and i really be thuggin wtf i look like hanging around some lil chipotle jamba juice ass bitches like 
6312,3,0,1,2,2, is he chunky
6313,3,0,0,3,2, you are hairy like a monkey p
6314,3,0,3,0,1, home of that one hoe katrina
6315,3,1,2,0,1, shuddup hoe
6316,4,1,2,1,1, ion have a fb niggas on twitter aint worried about me them ig nigga foe everybody so try again my bffl got the hoes
6317,3,0,3,0,1, fuckin bitches talkin shit bout to get hit
6318,3,1,2,0,1, shoulda came to my familys dinner tonightwe talked about shitting and negros
6319,3,1,0,2,2, i aint never orderin from no colored pizza stow
6320,3,0,3,0,1, i see da dayd presidents coz my bitches and hoes be makin money day way
6321,3,0,3,0,1, im going to miss that big nig
6322,3,0,3,0,1, lol all the kids that act redneck in oviedo
6323,3,1,2,0,1, bitch
6324,3,0,0,3,2, monkey look just like you
6325,6,0,5,1,1, bad ass bitch
6326,3,0,1,2,2, im trash
6327,3,0,0,3,2, honky tonk badonka ankh
6328,3,0,3,0,1, lmaoo boy how you think benny heard it lol i was blasting that bitch
6329,3,1,2,0,1, yea ima spin on yo hoe at about 15 after 12
6330,3,0,3,0,1, bitch you outta line
6331,3,0,3,0,1, r u still talking smh bitch idgaf what u is stfu talking to u just going around circles
6332,3,0,3,0,1, fuck up hoes meaning stfu hoes lol 
6333,3,0,3,0,1, fuck up hoes
6334,3,2,1,0,0, happy birthday faggot
6335,3,0,3,0,1, top notch bitches
6336,3,0,3,0,1, if youre concerned about how much your lady makes then thats some bitch shit to me and you need your ego stroked
6337,3,0,1,2,2, i see so you feel betrayed your racism comes out shocked you didnt call him uncle tom you bitter loser
6338,3,1,2,0,1, faggot
6339,3,0,3,0,1, ok hoe
6340,3,0,3,0,1, yas bitch dont have too much fun
6341,3,0,1,2,2, trash
6342,3,1,0,2,2, youre not funny trash
6343,3,0,3,0,1, by not being an unloyal retard
6344,3,0,0,3,2, thats hoser eh to you 
6345,3,0,3,0,1, whatchu gon do bout it bitch
6346,3,0,3,0,1, i swear this is just disgraceful like a bitch line a really be dry all day ill only get emails from pacsun 
6347,3,1,2,0,1, can kiss my assand yes muhammed was a bitch just like osama binladen
6348,9,7,1,1,0, im going to blame the black man since they always blame whitey im an equal opportunity hater
6349,3,0,3,0,1, my name is ollie bitch
6350,3,0,3,0,1, pau pissed me off like boozer pissed off bulls fan 2 soft faggots
6351,3,0,3,0,1, simmons acted like a bitch when doc left for la 
6352,3,0,0,3,2, the last planet of the apes with my kids its been a minute
6353,3,0,3,0,1, its twitter thats what folks do same folks be mad when someone calls them a nigger on here
6354,3,0,1,2,2, nice lie just because you want to see it doesnt make it real like reagan was a conservative another huge lie
6355,3,2,1,0,0, to get past boot camp and go active a few years see what we really do daily you liberal pussy
6356,6,1,0,5,2, i also recommend 6pack of shiner bock and 12 hours of brisket duty at the pit feeding oak coals 
6357,3,0,3,0,1, thank you so much it was a bitch move of her to pull but thank you 
6358,3,0,3,0,1, fuck my tight pussy until im dripping wet
6359,3,0,3,0,1, ha you bitch really tho it will be good to catch up yo it was pretty fun last time we chilled
6360,3,0,3,0,1, yo nig your a cheeseball
6361,3,0,3,0,1, ouuufff you will see pussy
6362,3,0,3,0,1, karma a bitch bruhh
6363,3,0,3,0,1, i dont fight bitchez they bitch during it to much
6364,3,2,1,0,0, eat shit nigga bitch turd bag dick beetle
6365,3,0,3,0,1, not a bitch thats for sure
6366,3,1,2,0,1, ur a cunt nd a wish a was a faggot
6367,6,0,6,0,1, no ion gotta do a bitch ass thang if you dont like wtf im saying unfollow me
6368,3,1,2,0,1, retard alert
6369,3,0,3,0,1, playas fuck up too lmao but thats like on trash forreal you a crazy one i see 
6370,3,1,2,0,1, that spear chucker hell no
6371,3,0,3,0,1, i blocked that annoying ass sand nigger claims to not be biased but yet no one can say anything about khan
6372,3,0,3,0,1, we should play together soon ive been playing with random faggots but its fun
6373,3,1,2,0,1, at least put a caption when stealing the pic fag lol
6374,3,0,3,0,1, looks ghetto as fuck
6375,3,0,2,1,1, 4th my guinea pig will haunt you
6376,3,0,0,3,2, im not a trash talker brah im polite and diplomatic on and off the court
6377,3,1,2,0,1, he is a pussy an wouldnt show up bro
6378,3,0,3,0,1, do it you pussy
6379,3,0,3,0,1, shut up and miss you too fag
6380,3,0,0,3,2, you cant see it but im flipping you the bird
6382,3,0,3,0,1, hotter than a pussy in a pepper patchwho makes this shit up anyways
6383,3,0,3,0,1, lemme cheer you up bitch
6384,3,0,3,0,1, lets hang out nigger
6385,3,0,0,3,2, or if we pick you up in sc and take you with us nip to cr
6386,3,0,0,3,2, weird to see a local yokel journalist get worked up enough to take such a pointed side though thought they were impartial
6387,3,0,3,0,1, i dont care if its a saying calling someone a bitch is still calling someone a name
6388,3,0,3,0,1, ok ill sink to your level youre a special kind of bitch arent you 
6389,3,0,3,0,1, 1 knew he was gettin pussy later 2 he yakked 3 you look stoned as hell 
6390,3,0,3,0,1, fucking bitch
6391,3,0,3,0,1, lmao fucking bitch ima whoop you like a did yesterday but im trying to update the roster you down
6392,3,0,3,0,1, its that puff pass it porn up on the tablet run up to bitch with assless chaps swearing that im catholic
6393,3,2,1,0,0, nigga whos bitch u fucking cracker get your gay ass out my mentions
6394,3,0,3,0,1, bad bitches only
6395,6,0,6,0,1, all the real gangsters knoww nate aint never loved no hoe
6396,3,0,2,1,1, monkey dong
6397,3,1,2,0,1, bitch you subtweeted him
6398,3,0,3,0,1, fuck yeah and hot big blk boots this scally lad would get it
6399,3,0,0,3,2, on that 4th down incompletion both the slants looked like better options shame but theres a youth lack of trust going on
6400,3,0,3,0,1, im dumb then a hoe ha i already lost that thing ya gave me today 
6401,3,0,2,1,1, ha them hoes only go hard when a nigga stooned lol
6402,3,0,3,0,1, them bitches smell like my farts i been holdin in since 5th grade
6403,3,0,3,0,1, too bad bitch you in this shit forever 
6404,3,0,3,0,1, uhh no bitch i never overplayed itv
6405,3,1,2,0,1, yeah some niggas are straight bitches
6406,3,0,3,0,1, yeahbut your the one who wanted followersyou gotta work it bitch
6407,3,2,1,0,0, is a fag
6408,3,1,2,0,1, is a fag
6410,3,0,3,0,1, dykes arent even human tbh like what empowered them to dress like a man but like bitches some alien shit
6411,3,0,3,0,1, if bitches tryna step to us 
6412,3,0,1,2,2, thats why im partially glad that i have to say hi ho kermit the frog here to slip into my kermit voice well
6413,3,0,3,0,1, samee bitch asss lol
6414,3,0,3,0,1, yall tryna fuck my bitch after the game or nah
6415,3,2,1,0,0, all racist ntx trash w all hate to see this particular man in wh n not the butler
6416,3,1,2,0,1, yeah if you get in trouble its less than a 5 percent chance that its a mistake so youre a fucking retard
6417,3,0,1,2,2, hey bohner said he got 98 of what he wanted in sequester you sound like a moron when everyone knows you are lying
6418,3,0,3,0,1, they do why else do teachers constantly bitch about pay
6419,3,0,3,0,1, you got all the bitches though
6420,3,0,3,0,1, she said its ok if u let ur man punch u in ur pussy as long as he makes u cum
6421,3,0,3,0,1, he scared of pussy
6422,3,1,2,0,1, nice profile pic fag
6423,3,0,3,0,1, im always a call away if ya need me nigs
6424,3,0,3,0,1, because its retarded lol jk were the same
6425,3,0,2,1,1, ehh it was tough but yeah lol jk of course niglet
6427,3,2,1,0,0, so terms like honkey cracker peckerwood and stereotypes of white people fucking their kids and sisters isnt racist sweet
6428,3,0,3,0,1, pussy put yo ass to sleep now im calling you nyquil
6429,3,0,1,2,2, no way im on a dude you are fat diet twinkies are the devil so are breakfast tacos i miss breakfast tacos
6430,3,0,3,0,1, dont be a pussy just talk to her more and be more of a friend so it doesnt seem as hard
6431,4,0,4,0,1, bare ass me again i cunt hear you
6432,3,0,3,0,1, aye hoe
6433,3,0,2,1,1, eff dem hos
6434,3,0,0,3,2, it totally does smells like brownies every day i walk to work
6435,3,0,0,3,2, bird hats every other hat
6436,3,0,0,3,2, the bird has a hat so its hats on hats who can beat that
6437,3,0,1,2,2, find a new hillbilly spiritweek
6438,3,0,0,3,2, in fact were i to start a forprofit university this would be the sole requirement for graduation
6439,3,0,0,3,2, ha im actually going to see a yankee game as weird as it sounds my uncles house in nj is an hour away
6440,3,0,1,2,2, we could get matching burner phones and be ghetto fab for a few months
6441,3,1,2,0,1, jessica im not afraid to slit your throat tomorrow
6442,3,0,3,0,1, the fuckin pussy makes fun of people all day on the radio someone calls him a creep and he blocks them
6443,3,3,0,0,0, bernstine is chi sox jew fag
6444,3,0,3,0,1, like i said pussies
6446,3,0,3,0,1, bitch 
6447,3,0,3,0,1, long tittie no nipple havin ass bitch
6448,3,0,3,0,1, at least that one dude had the guts to me if you dont like my opinion qquit being a bitch and keep scrolling
6449,3,2,1,0,0, fag
6450,3,0,3,0,1, ima call you of a different number cuz moms still on sum hoe shit
6451,3,0,2,1,1, joey r u a retard its about the defense and we only allow an avg of like 10 point so u really need to
6452,3,2,1,0,0, thats just me rooting against a team i hate not banwagoning u retard u have a different favorite
6453,3,0,3,0,1, ill fucking merk a bitch dude dont fuck with me
6454,3,0,3,0,1, ur welcome u bitch
6455,3,0,1,2,2, the minute those red n yellow for rent signs go up the reg ppl start selling n move
6456,3,2,1,0,0, i love racism blame whitey for everythingnow that you mention it i bet the white man put the desert tortoise on bundyranch
6457,6,0,6,0,1, fuck it hoes will be hoes
6458,3,0,3,0,1, please no more like that snob elissa rich bitches suck
6459,3,0,3,0,1, you better of called that kid a pussy
6460,3,0,3,0,1, pussy
6461,3,0,3,0,1, bitch
6462,3,0,0,3,2, how are you argie
6463,3,0,2,1,1, bitch what huh nigga am not gonna do damn thing sir this my page oh what u forgot
6464,3,1,2,0,1, shut yo cracker jack buck teeth ass am a native and a nigga the best kind
6465,3,0,0,3,2, me or nat def not me with that shiner
6466,3,0,1,2,2, have heard some hillbilly grumblings that bugs worse in recent years because of mic shutdown
6467,3,1,2,0,1, xbox live fags
6468,3,0,3,0,1, youre also a better little bitch
6469,3,0,0,3,2, blue cheese crackers intrigues and repulses me at the same time
6470,3,2,1,0,0, oh shut up faggot get a disease overused on twitter
6471,3,0,3,0,1, thats my nig nog
6472,3,0,3,0,1, bitch im starving
6473,3,0,3,0,1, bitch yesss i make girls mad 
6474,3,0,3,0,1, you couldnt handle iowa pussy here kitty kitty kitty 
